"территория","год","чн","чр","чс","мигр","р","с","еп","чн2","р2","с2","еп2","стаб","vr.ok"
"Самаркандская обл.","1898","864687","6862","6503","-3","7.94","7.52","0.42","877089","7.82","7.41","0.41","","0"
"Самаркандская обл.","1899","889609","5465","5826","-18","6.14","6.55","-0.41","898632","6.08","6.48","-0.40","","0"
"Самаркандская обл.","1900","907715","5717","6216","-25","6.30","6.85","-0.55","912321","6.27","6.81","-0.55","","0"
"Самаркандская обл.","1901","916943","2830","2696","-22","3.09","2.94","0.15","927578","3.05","2.91","0.14","","0"
"Самаркандская обл.","1902","938294","","","-28","","","","949177","","","","","0"
"Самаркандская обл.","1903","960143","","","-48","","","","971279","","","","","0"
"Самаркандская обл.","1904","982500","","","-72","","","","992317","","","","","0"
"Самаркандская обл.","1905","1002200","","","-109","","","","1045680","","","","","0"
"Самаркандская обл.","1906","1090400","","","-151","","","","1100121","","","","","0"
"Самаркандская обл.","1907","1109900","","","-78","","","","1121311","","","","","0"
"Самаркандская обл.","1908","1132800","","","-43","","","","1143765","","","","","0"
"Самаркандская обл.","1909","1154800","","","-35","","","","1162334","","","","","0"
"Самаркандская обл.","1910","1169900","","","-54","","","","1176737","","","","","0"
"Самаркандская обл.","1911","1183600","","","-46","","","","1185299","","","","","0"
"Самаркандская обл.","1912","1187000","","","-57","","","","1190497","","","","","0"
"Самаркандская обл.","1913","1194000","","","-72","","","","1195999","","","","","0"
"Самаркандская обл.","1914","1198000","","","-53","","","","1202693","","","","","0"
"Самаркандская обл.","1915","1207398","","","-9","","","","","","","","","0"
"Самарская","1896","2692709","166929","109422","-3529","61.99","40.64","21.36","2719609","61.38","40.23","21.15","","1"
"Самарская","1897","2746687","170466","106817","-808","62.06","38.89","23.17","2777989","61.36","38.45","22.91","","1"
"Самарская","1898","2809528","165242","121592","-15461","58.81","43.28","15.54","2823599","58.52","43.06","15.46","","1"
"Самарская","1899","2837717","155684","113235","-19103","54.86","39.90","14.96","2849374","54.64","39.74","14.90","","1"
"Самарская","1900","2861063","173695","105585","2151","60.71","36.90","23.81","2896051","59.98","36.46","23.52","","1"
"Самарская","1901","2931324","182725","123827","190","62.34","42.24","20.09","2960770","61.72","41.82","19.89","","1"
"Самарская","1902","2990412","172529","122486","-1648","57.69","40.96","16.73","3014545","57.23","40.63","16.60","","1"
"Самарская","1903","3038807","185939","104614","-2168","61.19","34.43","26.76","3078216","60.40","33.99","26.42","","1"
"Самарская","1904","3117964","182949","134278","-263","58.68","43.07","15.61","3142106","58.22","42.74","15.49","","1"
"Самарская","1905","3166372","189063","120005","-263","59.71","37.90","21.81","3200646","59.07","37.49","21.58","","1"
"Самарская","1906","3235167","194453","110690","-17377","60.11","34.21","25.89","3268248","59.50","33.87","25.63","","1"
"Самарская","1907","3301553","178540","124110","-11687","54.08","37.59","16.49","3322879","53.73","37.35","16.38","","1"
"Самарская","1908","3344296","190601","125029","-30838","56.99","37.39","19.61","3361633","56.70","37.19","19.51","","1"
"Самарская","1909","3379030","192804","137334","-7226","57.06","40.64","16.42","3403095","56.66","40.36","16.30","","1"
"Самарская","1910","3427274","206526","162739","14911","60.26","47.48","12.78","3456540","59.75","47.08","12.67","","1"
"Самарская","1911","3485972","208799","138353","6158","59.90","39.69","20.21","3524135","59.25","39.26","19.99","","1"
"Самарская","1912","3562576","197358","131263","-8860","55.40","36.84","18.55","3591117","54.96","36.55","18.41","","1"
"Самарская","1913","3619811","209153","117771","-7443","57.78","32.54","25.24","3661620","57.12","32.16","24.96","","1"
"Самарская","1914","3703750","213739","128594","-9441","57.71","34.72","22.99","3741474","57.13","34.37","22.76","","1"
"Самарская","1915","3779454","","","-553","","","","","","","","","0"
"Санкт-Петербургская с Санкт-Петербургом","1896","2099504","67524","57682","1508","32.16","27.47","4.69","2105174","32.08","27.40","4.68","","1"
"Санкт-Петербургская с Санкт-Петербургом","1897","2110854","64312","51756","3378","30.47","24.52","5.95","2118811","30.35","24.43","5.93","","1"
"Санкт-Петербургская с Санкт-Петербургом","1898","2126788","65583","58505","3232","30.84","27.51","3.33","2131939","30.76","27.44","3.32","","1"
"Санкт-Петербургская с Санкт-Петербургом","1899","2137098","66528","50807","3783","31.13","23.77","7.36","2146835","30.99","23.67","7.32","","1"
"Санкт-Петербургская с Санкт-Петербургом","1900","2156602","68735","55604","2554","31.87","25.78","6.09","2164435","31.76","25.69","6.07","","1"
"Санкт-Петербургская с Санкт-Петербургом","1901","2172287","69387","60539","3382","31.94","27.87","4.07","2178396","31.85","27.79","4.06","","1"
"Санкт-Петербургская с Санкт-Петербургом","1902","2184517","68798","53097","1845","31.49","24.31","7.19","2193278","31.37","24.21","7.16","","1"
"Санкт-Петербургская с Санкт-Петербургом","1903","2202063","75284","55815","2128","34.19","25.35","8.84","2212844","34.02","25.22","8.80","","1"
"Санкт-Петербургская с Санкт-Петербургом","1904","2223660","87015","61852","1320","39.13","27.82","11.32","2236875","38.90","27.65","11.25","","1"
"Санкт-Петербургская с Санкт-Петербургом","1905","2250143","78888","67809","727","35.06","30.14","4.92","2256041","34.97","30.06","4.91","","1"
"Санкт-Петербургская с Санкт-Петербургом","1906","2261949","84875","70125","680","37.52","31.00","6.52","2269655","37.40","30.90","6.50","","1"
"Санкт-Петербургская с Санкт-Петербургом","1907","2277379","89997","70413","495","39.52","30.92","8.60","2287404","39.34","30.78","8.56","","1"
"Санкт-Петербургская с Санкт-Петербургом","1908","2297458","84753","79701","2188","36.89","34.69","2.20","2301076","36.83","34.64","2.20","","1"
